Thu Jul 04 22:03:42 2013

pointer cache: no
random replacement sheme for pointer cache
method:none
pcm size(line):16777216
addresses have been narrowed.
include extra wear-leveling write
cell lifetime: 100000000
max depth: 0
access count: 100000001
total write count: 100000001
total write count(without remapping): 0
percent(without/with remapping): 0.0000
wear-out count: 0
exceeded write count: 0
average access delay: 50 ns
normal space : backup space = 16777216 : 0
backup space percent:0.00
wear-out percent: 0.0000

count interval: 1
footprint
46336,34
53120,556
53121,278
53122,974
53123,382
53124,347
53125,627
53126,487
53127,659
53128,348
53129,486
53130,417
53131,347
53132,590
53133,382
53134,451
53135,417
53136,312
53137,625
53138,278
53139,555
53140,417
53141,312
53142,521
53143,382
53144,975
53145,382
53146,347
53147,521
53148,278
53149,764
53150,382
53151,347
53152,417
53153,382
53154,764
53155,278
53156,661
53157,627
53158,557
53159,590
53160,592
53161,556
53162,417
53163,627
53164,695
53165,313
53166,660
53167,417
53168,417
53169,871
53170,487
53171,625
53172,697
53173,347
53174,521
53175,278
53176,659
53177,382
53178,347
53179,522
53180,382
53181,869
53182,348
53183,486
53184,522
53185,347
53186,590
53187,382
53188,451
53189,627
53190,417
53191,695
53192,383
53193,800
53194,417
53195,312
53196,836
53197,592
53198,555
53199,382
53200,347
53201,591
53202,418
53203,659
53204,487
53205,347
53206,837
53207,592
53208,764
53209,488
53210,1081
53211,417
53212,557
53213,660
53214,487
53215,591
53216,417
53217,417
53218,625
53219,348
53220,800
53221,522
53222,312
53223,626
53224,417
53225,940
53226,592
53227,347
53228,731
53229,278
53230,869
53231,487
53232,452
53233,417
53234,382
53235,659
53236,278
53237,451
53238,417
53239,347
53240,905
53241,557
53242,486
53243,627
53244,627
53245,625
53246,278
53247,660
53248,627
53249,522
53250,1046
53251,802
53252,555
53253,487
53254,347
53255,556
53256,348
53257,764
53258,487
53259,557
53260,942
53261,487
53262,659
53263,348
53264,486
53265,522
53266,662
53267,800
53268,452
53269,486
53270,417
53271,942
53272,800
53273,313
53274,1080
53275,942
53276,312
53277,836
53278,382
53279,765
53280,382
53281,347
53282,521
53283,278
53284,659
53285,382
53286,452
53287,417
53288,382
53289,869
53290,278
53291,451
53292,522
53293,557
53294,590
53295,522
53296,521
53297,522
53298,312
53299,975
53300,348
53301,555
53302,522
53303,417
53304,591
53305,557
53306,940
53307,382
53308,347
53309,906
53310,418
53311,659
53312,382
53313,347
53314,417
53315,487
53316,869
53317,488
53318,661
53319,522
53320,452
53321,590
53322,382
53323,556
53324,627
53325,417
53326,940
53327,278
53328,660
53329,417
53330,417
53331,626
53332,382
53333,870
53334,382
53335,452
53336,591
53337,418
53338,869
53339,697
53340,557
53341,522
53342,382
53343,764
53344,348
53345,906
53346,522
53347,557
53348,765
53349,487
53350,486
53351,417
53352,312
53353,625
53354,348
53355,800
53356,522
53357,312
53358,521
53359,417
53360,625
53361,382
53362,347
53363,696
53364,628
53365,764
53366,382
53367,452
53368,417
53369,592
53370,764
53371,348
53372,591
53373,417
53374,347
53375,730
53376,452
53377,556
53378,417
53379,522
53380,975
53381,348
53382,660
53383,522
53384,312
53385,521
53386,417
53387,730
53388,487
53389,452
53390,836
53391,278
53392,764
53393,382
53394,557
53395,417
53396,802
53397,659
53398,278
53399,451
53400,522
53401,347
53402,695
53403,452
53404,696
53405,522
53406,312
53407,765
53408,348
53409,555
53410,417
53411,837
53412,556
53413,487
53414,625
53415,382
53416,452
53417,626
53418,278
53419,659
53420,697
53421,347
53422,417
53423,382
53424,764
53425,418
53426,626
53427,417
53428,452
53429,590
53430,382
53431,451
53432,417
53433,627
53434,695
53435,313
53436,555
53437,522
53438,417
53439,1151
53440,382
53441,660
53442,382
53443,557
53444,626
53445,278
53446,1079
53447,487
53448,347
53449,732
53450,382
53451,659
53452,348
53453,486
53454,417
53455,452
53456,660
53457,417
53458,451
53459,417
53460,312
53461,800
53462,313
53463,555
53464,417
53465,312
53466,521
53467,417
53468,940
53469,487
53470,452
53471,871
53472,558
53473,764
53474,592
53475,452
53476,417
53477,592
53478,659
53479,348
53480,486
53481,417
53482,347
53483,660
53484,417
53485,451
53486,417
53487,732
53488,835
53489,383
53490,660
53491,522
53492,312
53493,836
53494,382
53495,660
53496,382
53497,452
53498,626
53499,278
53500,659
53501,382
53502,347
53503,417
53504,592
53505,974
53506,278
53507,451
53508,417
53509,452
53510,590
53511,382
53512,451
53513,417
53514,312
53515,905
53516,418
53517,660
53518,522
53519,417
53520,696
53521,522
53522,975
53523,382
53524,347
53525,556
53526,348
53527,764
53528,382
53529,557
53530,522
53531,382
53532,659
53533,278
53534,451
53535,627
53536,557
53537,695
53538,662
53539,696
53540,417
53541,417
53542,730
53543,278
53544,660
53545,417
53546,312
53547,521
53548,382
53549,870
53550,382
53551,557
53552,521
53553,278
53554,1289
53555,592
53556,347
53557,522
53558,487
53559,1184
53560,278
53561,451
53562,522
53563,662
53564,730
53565,452
53566,451
53567,627
53568,522
53569,870
53570,348
53571,555
53572,522
53573,627
53574,521
53575,382
53576,555
53577,487
53578,347
53579,976
53580,978
53581,869
53582,382
53583,452
53584,417
53585,487
53586,659
53587,418
53588,521
53589,417
53590,662
53591,660
53592,487
53593,801
53594,417
53595,522
53596,1010
53597,453
53598,625
53599,522
53600,627
53601,521
53602,452
53603,800
53604,382
53605,347
53606,521
53607,278
53608,659
53609,907
53610,452
53611,522
53612,487
53613,869
53614,418
53615,521
53616,522
53617,347
53618,695
53619,452
53620,591
53621,522
53622,627
53623,800
53624,313
53625,555
53626,417
53627,312
53628,521
53629,382
53630,555
53631,382
53632,662
53633,521
53634,278
53635,869
53636,487
53637,347
53638,417
53639,592
53640,974
53641,278
53642,556
53643,417
53644,662
53645,800
53646,382
53647,451
53648,417
53649,522
53650,625
53651,383
53652,765
53653,417
53654,312
53655,836
53656,592
53657,555
53658,382
53659,347
53660,696
53661,418
53662,764
53663,697
53664,557
53665,417
53666,487
53667,1079
53668,278
53669,451
53670,417
53671,347
53672,1360
53673,557
53674,1081
53675,417
53676,417
53677,730
53678,313
53679,1255
53680,417
53681,627
53682,591
53683,522
53684,555
53685,487
53686,347
53687,731
53688,278
53689,764
53690,382
53691,347
53692,417
53693,382
53694,1079
53695,278
53696,451
53697,627
53698,347
53699,660
53700,417
53701,556
53702,522
53703,417
53704,625
53705,383
53706,765
53707,627
53708,627
53709,556
53710,452
53711,555
53712,487
53713,452
53714,626
53715,278
53716,764
53717,487
53718,347
53719,417
53720,382
53721,974
53722,278
53723,556
53724,522
53725,347
53726,695
53727,382
53728,556
53729,417
53730,312
53731,1045
53732,418
53733,835
53734,417
53735,417
53736,521
53737,382
53738,555
53739,487
53740,347
53741,556
53742,348
53743,869
53744,382
53745,452
53746,417
53747,382
53748,869
53749,348
53750,486
53751,417
53752,662
53753,1395
53754,417
53755,871
53756,522
53757,417
53758,730
53759,313
53760,625
53761,417
53762,417
53763,1151
53764,837
53765,625
53766,592
53767,452
53768,941
53769,278
53770,659
53771,382
53772,347
53773,732
53774,487
53775,974
53776,418
53777,521
53778,732
53779,347
53780,695
53781,522
53782,521
53783,417
53784,312
53785,835
53786,313
53787,835
53788,417
53789,417
53790,661
53791,522
53792,1115
53793,382
53794,452
53795,521
53796,278
53797,869
53798,592
53799,452
53800,417
53801,487
53802,869
53803,278
53804,451
53805,417
53806,347
53807,800
53808,382
53809,451
53810,522
53811,627
53812,800
53813,313
53814,1080
53815,417
53816,312
53817,591
53818,522
53819,555
53820,487
53821,452
53822,626
53823,278
53824,974
53825,382
53826,347
53827,417
53828,592
53829,869
53830,278
53831,451
53832,837
53833,557
53834,590
53835,382
53836,556
53837,417
53838,522
53839,625
53840,278
53841,555
53842,522
53843,627
53844,906
53845,1152
53846,660
53847,487
53848,347
53849,626
53850,278
53851,974
53852,382
53853,452
53854,627
53855,382
53856,869
53857,418
53858,521
53859,627
53860,347
53861,800
53862,452
53863,591
53864,417
53865,312
53866,625
53867,278
53868,555
53869,417
53870,312
53871,521
53872,417
53873,940
53874,487
53875,347
53876,591
53877,418
53878,659
53879,487
53880,347
53881,627
53882,382
53883,869
53884,348
53885,696
53886,522
53887,347
53888,660
53889,417
53890,556
53891,417
53892,312
53893,1220
53894,418
53895,1290
53896,522
53897,417
53898,521
53899,382
53900,555
53901,382
53902,347
53903,626
53904,278
53905,1079
53906,382
53907,347
53908,942
53909,592
53910,764
53911,488
53912,661
53913,417
53914,557
53915,1045
53916,557
53917,451
53918,522
53919,312
53920,835
53921,418
53922,940
53923,417
53924,312
53925,556
53926,557
53927,765
53928,382
53929,347
53930,626
53931,278
53932,764
53933,487
53934,347
53935,732
53936,382
53937,1184
53938,418
53939,521
53940,732
53941,452
53942,695
53943,382
53944,556
53945,417
53946,312
53947,625
53948,278
53949,765
53950,732
53951,627
53952,626
53953,592
53954,555
53955,487
53956,347
53957,556
53958,348
53959,869
53960,382
53961,347
53962,417
53963,382
53964,869
53965,278
53966,451
53967,417
53968,347
53969,695
53970,452
53971,486
53972,942
53973,312
53974,625
53975,278
53976,555
53977,417
53978,312
53979,521
53980,417
53981,940
53982,382
53983,557
53984,591
53985,418
53986,764
53987,487
53988,452
53989,522
53990,487
53991,659
53992,278
53993,661
53994,732
53995,452
53996,730
53997,452
53998,451
53999,837
54000,627
54001,1010
54002,313
54003,555
54004,417
54005,627
54006,521
54007,417
54008,835
54009,382
54010,347
54011,626
54012,278
54013,869
54014,487
54015,347
54016,417
54017,487
54018,764
54019,488
54020,556
54021,417
54022,347
54023,590
54024,382
54025,451
54026,417
54027,417
54028,1115
54029,313
54030,660
54031,417
54032,312
54033,521
54034,382
54035,765
54036,382
54037,347
54038,521
54039,278
54040,1079
54041,382
54042,347
54043,522
54044,487
54045,764
54046,278
54047,661
54048,522
54049,347
54050,1220
54051,697
54052,556
54053,417
54054,312
54055,765
54056,383
54057,730
54058,522
54059,312
54060,556
54061,452
54062,870
54063,382
54064,347
54065,661
54066,348
54067,659
54068,487
54069,347
54070,627
54071,1537
54072,764
54073,278
54074,556
54075,732
54076,452
54077,695
54078,382
54079,451
54080,522
54081,942
54082,695
54083,313
54084,555
54085,522
54086,312
54087,521
54088,382
54089,555
54090,382
54091,347
54092,696
54093,628
54094,764
54095,487
54096,347
54097,417
54098,697
54099,764
54100,418
54101,521
54102,522
54103,347
54104,590
54105,522
54106,731
54107,522
54108,312
54109,625
54110,348
54111,695
54112,627
54113,312
54114,836
54115,417
54116,730
54117,802
54118,347
54119,591
54120,418
54121,974
54122,382
54123,557
54124,522
54125,382
54126,764
54127,278
54128,451
54129,837
54130,347
54131,590
54132,522
54133,521
54134,417
54135,312
54136,765
54137,418
54138,1115
54139,417
54140,417
54141,626
54142,382
54143,555
54144,487
54145,662
54146,731
54147,278
54148,1184
54149,382
54150,347
54151,627
54152,802
54153,1079
54154,278
54155,556
54156,522
54157,347
54158,695
54159,452
54160,801
54161,417
54162,417
54163,625
54164,278
54165,555
54166,942
54167,417
54168,556
54169,452
54170,660
54171,487
54172,347
54173,1046
54174,488
54175,659
54176,382
54177,347
54178,627
54179,382
54180,1079
54181,278
54182,556
54183,417
54184,347
54185,1045
54186,697
54187,836
54188,522
54189,312
54190,940
54191,278
54192,555
54193,417
54194,312
54195,521
54196,417
54197,625
54198,382
54199,347
54200,556
54201,348
54202,659
54203,592
54204,557
54205,417
54206,487
54207,659
54208,278
54209,556
54210,417
54211,557
54212,1115
54213,452
54214,696
54215,522
54216,312
54217,765
54218,348
54219,765
54220,417
54221,312
54222,626
54223,382
54224,555
54225,382
54226,347
54227,521
54228,278
54229,764
54230,487
54231,452
54232,417
54233,382
54234,1184
54235,278
54236,556
54237,417
54238,347
54239,660
54240,557
54241,626
54242,417
54243,942
54244,695
54245,313
54246,555
54247,417
54248,417
54249,766
54250,452
54251,660
54252,382
54253,347
54254,661
54255,348
54256,869
54257,382
54258,347
54259,417
54260,697
54261,974
54262,558
54263,591
54264,417
54265,557
54266,590
54267,452
54268,591
54269,627
54270,312
54271,625
54272,418
54273,940
54274,417
54275,417
54276,626
54277,382
54278,555
54279,382
54280,347
54281,626
54282,278
54283,764
54284,592
54285,767
54286,417
54287,382
54288,659
54289,278
54290,451
54291,417
54292,452
54293,695
54294,452
54295,696
54296,837
54297,522
54298,1045
54299,278
54300,555
54301,522
54302,522
54303,521
54304,522
54305,1045
54306,382
54307,557
54308,766
54309,348
54310,659
54311,382
54312,452
54313,627
54314,382
54315,974
54316,348
54317,591
54318,417
54319,347
54320,695
54321,732
54322,836
54323,417
54324,417
54325,625
54326,278
54327,870
54328,417
54329,312
54330,521
54331,382
54332,555
54333,382
54334,347
54335,521
54336,278
54337,659
54338,382
54339,557
54340,417
54341,1327
54342,869
54343,278
54344,556
54345,417
54346,347
54347,590
54348,522
54349,521
54350,417
54351,417
54352,625
54353,313
54354,730
54355,627
54356,522
54357,521
54358,382
54359,660
54360,802
54361,452
54362,556
54363,348
54364,659
54365,382
54366,662
54367,522
54368,382
54369,974
54370,698
54371,871
54372,522
54373,347
54374,1115
54375,872
54376,696
54377,417
54378,312
54379,695
54380,383
54381,1010
54382,522
54383,312
54384,766
54385,452
54386,555
54387,382
54388,452
54389,731
54390,278
54391,764
54392,382
54393,347
54394,417
54395,382
54396,974
54397,488
54398,766
54399,417
54400,662
54401,590
54402,382
54403,451
54404,417
54405,417
54406,625
54407,278
54408,555
54409,627
54410,312
54411,521
54412,382
54413,555
54414,382
54415,452
54416,696
54417,418
54418,764
54419,382
54420,347
54421,417
54422,592
54423,764
54424,278
54425,766
54426,417
54427,452
54428,590
54429,382
54430,556
54431,522
54432,417
54433,695
54434,383
54435,1220
54436,627
54437,312
54438,521
54439,452
54440,800
54441,382
54442,452
54443,626
54444,278
54445,1079
54446,382
54447,557
54448,417
54449,382
54450,659
54451,278
54452,871
54453,627
54454,557
54455,730
54456,452
54457,451
54458,417
54459,312
54460,730
54461,313
54462,625
54463,417
54464,417
54465,556
54466,487
54467,730
54468,382
54469,452
54470,556
54471,348
54472,659
54473,382
54474,452
54475,417
54476,382
54477,659
54478,278
